,id,name,main_trail,locality,walk,bike,off_road_v,mobility_a,horse,dog_access,dog_weblin,conditions,status,descriptio,weblink,image_link,managed_by,data_suppl,spatial_ac,date_modif,local_auth,geometry,affected_area,affected_length
5555,319,South Beach Cycle / Walkway,Hector's Coastal Track,Timaru,2.0,2.0,0.0,No,0.0,OffLeash,,,Open,,,,TDC Parks,Timaru District Council,1:4000,,Timaru District Council,"LINESTRING (1461826.0387000004 5080610.5348, 1461830.2533 5080663.0265, 1461835.7686 5080698.6861, 1461847.4907999998 5080746.1775, 1461857.9619000005 5080784.9593, 1461858.0241999999 5080787.7965, 1461858.0834 5080789.9194, 1461857.6836 5080792.0737, 1461856.4874999998 5080798.5185, 1461856.4464999996 5080799.7277, 1461854.5678000003 5080817.188, 1461856.4323000005 5080830.9084, 1461859.5406999998 5080852.1127, 1461860.1573 5080867.7034, 1461859.5270999996 5080882.0462, 1461855.5132999998 5080896.1561, 1461852.0559 5080906.2252, 1461848.8885000004 5080911.4029, 1461847.3925382376 5080912.629208052)",0.0,308.86679840827725
18608,77,South Beach Gravel Cycle/walkway,,,99.0,99.0,0.0,Unknown,0.0,Unknown,,,Open,South Beach Gravel Cycle/walkway,,,Timaru District Council,Timaru District Council,"+/- 10m (1:10,000)",,Timaru District Council,"LINESTRING (1461826.0387000004 5080610.5348, 1461830.2533 5080663.0265, 1461835.7686 5080698.6861, 1461847.4907999998 5080746.1775, 1461857.9619000005 5080784.9593, 1461858.0241999999 5080787.7965, 1461858.0834 5080789.9194, 1461857.6836 5080792.0737, 1461856.4874999998 5080798.5185, 1461856.4464999996 5080799.7277, 1461854.5678000003 5080817.188, 1461856.4323000005 5080830.9084, 1461859.5406999998 5080852.1127, 1461860.1573 5080867.7034, 1461859.5270999996 5080882.0462, 1461855.5132999998 5080896.1561, 1461852.0559 5080906.2252, 1461848.8885000004 5080911.4029, 1461847.3925382376 5080912.629208052)",0.0,308.86679840827725
16918,10000798,,,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"MULTILINESTRING ((1208617.2148196683 5079658.358703618, 1208620.0696999999 5079666.3152, 1208653.2169000003 5079717.626, 1208693.2193 5079763.806, 1208739.0448000003 5079831.3733, 1208764.2000000002 5079860.3967, 1208770.5526 5079878.8269, 1208782.6679999996 5079895.5192, 1208817.2676 5079913.5811, 1208837.4688999997 5079949.2858, 1208876.2869999995 5079997.7686, 1208891.6648000004 5080011.8459, 1208927.5283372924 5080061.721162432), (1209161.1753474767 5080465.659473537, 1209171.222431978 5080485.141864099), (1209193.6805650704 5080528.690628932, 1209197.4001515615 5080535.903312049), (1209282.9206541365 5080702.563624167, 1209286.6583862111 5080710.167977217), (1209314.6721994218 5080767.161609097, 1209316.649481374 5080771.184355978), (1209332.7388594279 5080803.917925061, 1209335.6611662551 5080809.863309158), (1209356.8580379845 5080852.987988232, 1209362.2916643335 5080864.042609665), (1209368.2240968905 5080876.112043939, 1209371.6619999995 5080883.1064, 1209379.6767408582 5080901.070455045), (1209386.106673265 5080915.482357031, 1209394.6982829052 5080934.739392439), (1209407.2319485785 5080962.832061191, 1209434.2802149178 5081023.457420635), (1209436.4937188833 5081028.418717299, 1209463.3394579827 5081088.590136864), (1209468.2697972993 5081099.640885533, 1209469.0718999999 5081101.4387, 1209566.4817000004 5081319.7711, 1209633.6608999996 5081524.6676, 1209647.0966999996 5081575.052, 1209689.1196316134 5081652.632722798), (1209693.7318864188 5081664.335571839, 1209696.2853145266 5081671.7915883595), (1209698.5380790888 5081678.369666568, 1209706.239901545 5081700.859007585), (1209717.178006889 5081732.798302803, 1209731.4135819932 5081774.366218047), (1209754.1584306285 5081840.781233484, 1209774.7370999996 5081900.871, 1209800.7381999996 5082000, 1209828.4804999996 5082105.7675, 1209869.4278522045 5082233.523199869), (1209878.5108835849 5082261.862249123, 1209894.7784373222 5082312.617001286), (1209921.7801532478 5082396.0440910235, 1209982.3357717602 5082579.664377997), (1209983.7511464043 5082583.956159745, 1209998.7260590817 5082629.363965508), (1210004.9205111165 5082648.14714514, 1210016.5822 5082683.5084, 1210020.788692231 5082692.121702135), (1210097.0439386035 5082910.640524229, 1210097.1972000003 5082911.9177, 1210097.6499131303 5082912.37041313))",0.0,2183.3522689095535
16922,F485__512414,Long Reef Point To Big Bay Hut Track,,,5.0,99.0,99.0,,99.0,,,,,LONG REEF POINT TO BIG BAY HUT TRACK,,,DOC,DOC,,,,"MULTILINESTRING ((1210147.547307558 5083216.487756412, 1210144.1089000003 5083206.0622, 1210116.0644495254 5083095.976842784), (1210116.0068086167 5083095.750579837, 1210092.7670999998 5083004.5257, 1210070.8666000003 5082926.1838, 1210065.2314 5082887.1637, 1210050.1014999999 5082827.0854, 1210016.8662 5082729.7165, 1210010.2230000002 5082711.0593, 1209966.1873000003 5082596.4561, 1209915.0936000003 5082447.2497, 1209905.5480000004 5082429.3548, 1209891.3658999996 5082389.5225, 1209862.6897999998 5082290.6963, 1209851.3288098625 5082259.626389203), (1209850.1920442416 5082256.517575094, 1209841.8562000003 5082233.7208, 1209837.3132999996 5082213.684, 1209819.0903000003 5082157.5113, 1209791.2192000002 5082081.1513, 1209786.0334 5082061.1654, 1209785.1418000003 5082041.1455, 1209779.9768000003 5082022.1631, 1209736.1876999997 5081887.1261, 1209727.0827000001 5081848.6438, 1209721.5060999999 5081830.2611, 1209712.4055000003 5081811.2336, 1209684.5796999997 5081734.4408, 1209652.6946999999 5081659.4125, 1209647.2784000002 5081640.5041, 1209612.8093999997 5081545.7998, 1209608.6842 5081525.9213, 1209537.4327999996 5081337.2541, 1209527.8042000001 5081298.5843, 1209487.7408999996 5081205.8292, 1209438.9809999997 5081076.1209, 1209428.5121999998 5081037.6129, 1209381.403 5080927.8355, 1209374.7139999997 5080908.8275, 1209356.0192999998 5080874.843, 1209341.8399 5080837.8953, 1209325.1087023485 5080801.728047342), (1209322.641926852 5080796.395703867, 1209316.6557999998 5080783.4557, 1209316.3656076882 5080782.959983488), (1209315.185031427 5080780.943282416, 1209306.2872000001 5080765.7437, 1209302.5056465287 5080756.568445804), (1209291.3141243737 5080740.870485143, 1209283.7394000003 5080734.5051, 1209272.3299000002 5080718.0246, 1209264.6783999996 5080699.4499, 1209244.2114000004 5080664.879, 1209225.0106709646 5080621.420096911), (1209197.9534474874 5080562.480052674, 1209181.2362468732 5080530.870091919), (1209165.1110090557 5080492.809008918, 1209160.7504000003 5080482.831, 1209160.0708061627 5080465.341501117), (1208927.5283372924 5080061.721162432, 1208891.6648000004 5080011.8459, 1208876.2869999995 5079997.7686, 1208837.4688999997 5079949.2858, 1208817.2676 5079913.5811, 1208782.6679999996 5079895.5192, 1208770.5526 5079878.8269, 1208764.2000000002 5079860.3967, 1208739.0448000003 5079831.3733, 1208693.2193 5079763.806, 1208653.2169000003 5079717.626, 1208630.8909 5079684.1448, 1208620.0696999999 5079666.3152, 1208617.2148196683 5079658.358703618))",0.0,3312.794031796542
7960,,West Coast - Ross to Hawea,,,99.0,99.0,99.0,,99.0,,,,,,,,NZ Transport Agency,NZ Transport Agency,,,,"MULTILINESTRING ((1326433.0232168003 5167822.778546111, 1326414.978424339 5167819.503978086), (1326270.7445001118 5167793.330011418, 1326264.8954999996 5167792.2686, 1326248.5938319145 5167779.54326832), (1326074.836622709 5167643.905730652, 1325412.3783999998 5167126.7807, 1325210.7867298287 5167030.936603429), (1325158.3174263274 5167005.990766195, 1325148.6018000003 5167001.3716, 1325070.91660873 5166881.086609769))",0.0,1262.5265620567695
8020,10000813,,,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"LINESTRING (1322888.9471904582 5166438.043421655, 1322864.2076000003 5166495.2112)",0.0,62.29126918683174
6926,3586667,,,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"LINESTRING (1322864.2076000003 5166495.2112, 1322870.7116 5166513.7201, 1322876.915 5166522.5242)",0.0,30.38846154832345
6808,3576872,,,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"LINESTRING (1323077.5131 5166547.6284, 1323044.5974000003 5166551.3315, 1323008.9802 5166551.333, 1322925.9398999996 5166547.5346, 1322876.915 5166522.5242)",0.0,206.9036729381697
6761,3586668,,,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"LINESTRING (1322894.9263000004 5166577.0505, 1322876.915 5166522.5242)",0.0,57.42407438867403
17699,3559687,,,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"MULTILINESTRING ((1324442.5756 5166743.9701, 1324446.569338954 5166739.211528558), (1324365.799711735 5166486.411013531, 1324352.3203999996 5166459.9349, 1324344.2824721874 5166438.439709559))",0.0,58.871162885356064
17582,3537197,,,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"MULTILINESTRING ((1322864.2076000003 5166495.2112, 1322854.6032999996 5166501.2145, 1322850.4014999997 5166507.7179, 1322816.7867 5166538.8348, 1322762.8624 5166576.4557, 1322758.2602000004 5166579.0572, 1322697.9326 5166612.6764, 1322656.1136999996 5166641.2924, 1322625.5 5166665.4057, 1322619.097 5166667.7071, 1322577.8786000004 5166700.225, 1322547.7669000002 5166760.5563, 1322531.0339964197 5166810.615105921), (1322402.2869746631 5167227.53034962, 1322397.5397079675 5167242.091962041))",0.0,489.4484030330737
7938,3537203,Bucket Dredge Walk,Bucket Dredge Walk,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"LINESTRING (1343694.0029999996 5189776.0535, 1343701.932381948 5189752.926173881)",0.0,24.448891826228788
17765,3537202,Gillespie's Beach Miner's Tunnel Track,Gillespie's Beach Miner's Tunnel Track,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"LINESTRING (1344219.6383308936 5190287.28863918, 1344206.6502999999 5190297.4193)",0.0,16.471770856307284
11656,3522409,,,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"MULTILINESTRING ((1625395.6522862215 5253525.137708706, 1625367.307 5253607.5968, 1625312.4250999996 5253677.7237, 1625278.8861999996 5253732.6056, 1625227.0532999998 5253738.7036, 1625213.1026192643 5253765.336634577), (1625200.5269440962 5253789.344666725, 1625193.5143 5253802.7324, 1625178.2693999996 5253982.6231, 1625175.2204 5254095.4358, 1625172.6115680626 5254099.344245408))",0.0,636.020689323208
10787,,Westland Wilderness Trail,Westland Wilderness Trail,,99.0,99.0,99.0,,99.0,,,,,,,,NZ Transport Agency,NZ Transport Agency,,,,"LINESTRING (1432673.0853780918 5268271.931134609, 1432636.2888000002 5268269.2307, 1432586.3408000004 5268237.8456, 1432568.2076000003 5268222.6912, 1432550.6777 5268206.4429, 1432547.8547999999 5268201.6433, 1432546.2126000002 5268196.863, 1432544.6330000004 5268192.615, 1432542.5245000003 5268189.5091, 1432540.2905000001 5268187.3316, 1432538.4729000004 5268186.1048, 1432537.8367999997 5268185.7168, 1432537.7045999998 5268185.788)",0.0,168.53618246830527
18665,F485__510173,Fox River Sea Cave Walks,,,2.0,99.0,99.0,,99.0,,,,,Fox River Sea Cave walks,,,DOC,DOC,,,,"LINESTRING (1466040.2752 5345490.1201, 1466036.3065999998 5345486.1536, 1466037.6270000003 5345478.2183, 1466040.2710999995 5345474.2501, 1466042.9143000003 5345467.6368, 1466041.5877 5345451.767, 1466042.9071000004 5345439.8642, 1466052.1607 5345423.9917, 1466058.7736 5345425.3125, 1466079.9353999998 5345431.9196, 1466089.1926999995 5345430.5948, 1466094.4784000004 5345413.4008, 1466094.476715536 5345406.848728563)",0.0,134.6241142800642
9858,3577684,Fox River Sea Cave Walks,Fox River Sea Cave Walks,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"LINESTRING (1466094.5442758233 5345406.889264735, 1466090.5105999997 5345412.9398, 1466076.5092000002 5345418.5117, 1466048.7812 5345429.5463, 1466036.0069000004 5345464.8885, 1466025.3617000002 5345520.6696)",0.0,146.55191572672746
18810,,Highway 67,,,99.0,99.0,99.0,,99.0,,,,,,,,NZ Transport Agency,NZ Transport Agency,,,,"MULTILINESTRING ((1506346.4071550218 5393153.08261218, 1506344.1613715948 5393154.075751451), (1506342.5745560678 5393154.777479319, 1506319.1812339877 5393165.122567164), (1506318.1417927148 5393165.582233014, 1506316.2468999997 5393166.4202, 1506299.1338263 5393173.643029999), (1506299.1338263 5393173.643029999, 1506298.3634000001 5393173.9682, 1506299.0776000004 5393173.8379, 1506299.1338263 5393173.643029999), (1506299.1338263 5393173.643029999, 1506299.1873000003 5393173.4577, 1506292.9245999996 5393170.528, 1506285.1387 5393168.6953, 1506272.4457 5393162.8243, 1506198.3846000005 5393118.439, 1506142.4044000003 5393050.9269, 1506092.8277000003 5392955.3058, 1506071.9139671824 5392920.841417339), (1505692.093677653 5392415.305821313, 1505672.5482589996 5392390.210664367), (1505609.6689650542 5392309.477384708, 1505609.5209194673 5392309.287302965))",0.0,433.6540060067327
4844,841,Whakatu Drive Shared Pathway,,Stoke,2.0,1.0,0.0,UNK,99.0,OffLeash,http://nelson.govt.nz/council/plans-strategies-policies/strategies-plans-policies-reports-and-studies-a-z/dog-control-policy/dog-control-maps-and-schedules/,,Open,,http://nelson.govt.nz/council/plans-strategies-policies/strategies-plans-policies-reports-and-studies-a-z/dog-control-policy/dog-control-maps-and-schedules/,,Nelson City Council,Nelson City Council,,,Nelson City Council,"MULTILINESTRING ((1617765.384007119 5426092.165265917, 1617772.0511999996 5426101.2333, 1617790.1705999998 5426125.4998, 1617795.1305999998 5426138.063, 1617802.8015 5426145.0057, 1617809.5027552058 5426153.598001074), (1617864.3067570538 5426249.671379111, 1617873.6934000002 5426262.5701, 1617877.9918999998 5426269.7113, 1617882.6965308602 5426279.933652352), (1617972.1678058207 5426522.079322159, 1617972.3797000004 5426522.6796, 1617974.562 5426527.0436, 1617976.1491999999 5426530.0852, 1617978.0077217745 5426532.846202925), (1618038.2098832296 5426556.37379478, 1618040.4895000001 5426556.399, 1618041.2104005222 5426556.458215069), (1618211.9346970224 5426766.807136304, 1618213.7471000003 5426768.8459, 1618215.4005000005 5426772.0198, 1618216.1940000001 5426774.4663, 1618216.8558 5426782.7317, 1618217.7155999998 5426785.4428, 1618227.5032000002 5426806.9987, 1618234.778 5426825.7776, 1618236.6294999998 5426828.753, 1618239.0763999997 5426832.5881, 1618254.9474999998 5426855.0033, 1618260.5685999999 5426864.0619, 1618263.8088999996 5426868.2276, 1618267.7766000004 5426871.9302, 1618270.6860999996 5426873.98, 1618274.1246999996 5426876.0296, 1618281.6630999995 5426879.666, 1618286.887 5426881.7155, 1618295.1527000004 5426884.6246, 1618305.0054000001 5426887.3352, 1618313.6678 5426889.9796, 1618317.8997999998 5426892.2937, 1618320.545 5426894.4096, 1618323.1239999998 5426897.1205, 1618329.7369 5426906.3775, 1618332.779 5426911.9318, 1618334.8952000001 5426916.2297, 1618337.7389000002 5426923.3048, 1618339.7229000004 5426928.3963, 1618343.7569000004 5426936.1326, 1618346.0714999996 5426940.3643, 1618347.7248 5426943.4059, 1618351.0316000003 5426952.7293, 1618363.8619 5426992.4691, 1618367.5658 5427007.942, 1618369.6161000002 5427015.6122, 1618370.8065999998 5427020.307, 1618372.6585 5427028.7708, 1618375.2378000002 5427036.5733, 1618377.6848 5427043.5161, 1618381.1897999998 5427051.9137, 1618388.5305000003 5427067.7831, 1618391.4403999997 5427073.7341, 1618393.9533000002 5427078.1643, 1618411.6763000004 5427107.8529, 1618417.1650999999 5427116.1843, 1618421.3313999996 5427124.9786, 1618423.58 5427131.657, 1618424.7704999996 5427136.0873, 1618427.284 5427149.6426, 1618431.2520000003 5427158.9658, 1618431.3844999997 5427164.1896, 1618430.3931999998 5427172.9181, 1618429.0050999997 5427182.0432, 1618426.4929 5427190.9701, 1618424.3110999996 5427196.4585, 1618418.4926000005 5427203.2697, 1618411.4176000003 5427210.6098, 1618403.2849000003 5427218.0823, 1618397.4661999997 5427224.0337, 1618390.5899 5427233.1593, 1618386.4905000003 5427238.9784, 1618384.7714 5427242.0202, 1618383.9781999998 5427245.5248, 1618383.7799000004 5427248.5004, 1618384.1108 5427252.7324, 1618384.7723000003 5427258.2206, 1618383.2107999995 5427264.3967, 1618382.2193 5427271.6705, 1618381.6248000003 5427281.3246, 1618382.9478000002 5427289.1272, 1618384.8657999998 5427296.3346, 1618387.4451000001 5427304.1371, 1618392.1402000003 5427311.146, 1618397.5628000004 5427317.8243, 1618402.6546 5427322.8494, 1618408.4737999998 5427327.0149, 1618420.5750000002 5427334.2218, 1618435.1227000002 5427340.9657, 1618455.5554999998 5427349.6928, 1618477.5093 5427359.2797, 1618483.5399911038 5427361.861054554))",0.0,871.1855428845653
4846,809,Old Railway Route,,Stoke,2.0,1.0,0.0,UNK,99.0,OffLeash,http://nelson.govt.nz/council/plans-strategies-policies/strategies-plans-policies-reports-and-studies-a-z/dog-control-policy/dog-control-maps-and-schedules/,,Open,,http://nelson.govt.nz/council/plans-strategies-policies/strategies-plans-policies-reports-and-studies-a-z/dog-control-policy/dog-control-maps-and-schedules/,,Nelson City Council,Nelson City Council,,,Nelson City Council,"MULTILINESTRING ((1618483.5399911038 5427361.861054554, 1618477.5093 5427359.2797, 1618455.5554999998 5427349.6928, 1618435.1227000002 5427340.9657, 1618420.5750000002 5427334.2218, 1618408.4737999998 5427327.0149, 1618402.6546 5427322.8494, 1618397.5628000004 5427317.8243, 1618392.1402000003 5427311.146, 1618387.4451000001 5427304.1371, 1618384.8657999998 5427296.3346, 1618382.9478000002 5427289.1272, 1618381.6248000003 5427281.3246, 1618382.2193 5427271.6705, 1618383.2107999995 5427264.3967, 1618384.7723000003 5427258.2206, 1618384.1108 5427252.7324, 1618383.7799000004 5427248.5004, 1618383.9781999998 5427245.5248, 1618384.7714 5427242.0202, 1618386.4905000003 5427238.9784, 1618390.5899 5427233.1593, 1618397.4661999997 5427224.0337, 1618403.2849000003 5427218.0823, 1618411.4176000003 5427210.6098, 1618418.4926000005 5427203.2697, 1618424.3110999996 5427196.4585, 1618426.4929 5427190.9701, 1618429.0050999997 5427182.0432, 1618430.3931999998 5427172.9181, 1618431.3844999997 5427164.1896, 1618431.2520000003 5427158.9658, 1618427.284 5427149.6426, 1618424.7704999996 5427136.0873, 1618423.58 5427131.657, 1618421.3313999996 5427124.9786, 1618417.1650999999 5427116.1843, 1618411.6763000004 5427107.8529, 1618393.9533000002 5427078.1643, 1618391.4403999997 5427073.7341, 1618388.5305000003 5427067.7831, 1618381.1897999998 5427051.9137, 1618377.6848 5427043.5161, 1618375.2378000002 5427036.5733, 1618372.6585 5427028.7708, 1618370.8065999998 5427020.307, 1618369.6161000002 5427015.6122, 1618367.5658 5427007.942, 1618363.8619 5426992.4691, 1618351.0316000003 5426952.7293, 1618347.7248 5426943.4059, 1618346.0714999996 5426940.3643, 1618343.7569000004 5426936.1326, 1618339.7229000004 5426928.3963, 1618337.7389000002 5426923.3048, 1618334.8952000001 5426916.2297, 1618332.779 5426911.9318, 1618329.7369 5426906.3775, 1618323.1239999998 5426897.1205, 1618320.545 5426894.4096, 1618317.8997999998 5426892.2937, 1618313.6678 5426889.9796, 1618305.0054000001 5426887.3352, 1618295.1527000004 5426884.6246, 1618286.887 5426881.7155, 1618281.6630999995 5426879.666, 1618274.1246999996 5426876.0296, 1618270.6860999996 5426873.98, 1618267.7766000004 5426871.9302, 1618263.8088999996 5426868.2276, 1618260.5685999999 5426864.0619, 1618254.9474999998 5426855.0033, 1618239.0763999997 5426832.5881, 1618236.6294999998 5426828.753, 1618234.778 5426825.7776, 1618227.5032000002 5426806.9987, 1618217.7155999998 5426785.4428, 1618216.8558 5426782.7317, 1618216.1940000001 5426774.4663, 1618215.4005000005 5426772.0198, 1618213.7471000003 5426768.8459, 1618211.9346970224 5426766.807136304), (1618041.2104005222 5426556.458215069, 1618040.4895000001 5426556.399, 1618038.2098832296 5426556.37379478), (1617978.0077217745 5426532.846202925, 1617976.1491999999 5426530.0852, 1617974.562 5426527.0436, 1617972.3797000004 5426522.6796, 1617972.1678058207 5426522.079322159), (1617882.6965308602 5426279.933652352, 1617877.9918999998 5426269.7113, 1617873.6934000002 5426262.5701, 1617864.3067570538 5426249.671379111), (1617809.5027552058 5426153.598001074, 1617802.8015 5426145.0057, 1617795.1305999998 5426138.063, 1617790.1705999998 5426125.4998, 1617772.0511999996 5426101.2333, 1617765.384007119 5426092.165265917))",0.0,871.1855428845657
4845,799,Monaco Peninsula,,Stoke,2.0,1.0,0.0,UNK,99.0,OnLeash,http://nelson.govt.nz/council/plans-strategies-policies/strategies-plans-policies-reports-and-studies-a-z/dog-control-policy/dog-control-maps-and-schedules/,,Open,,http://nelson.govt.nz/council/plans-strategies-policies/strategies-plans-policies-reports-and-studies-a-z/dog-control-policy/dog-control-maps-and-schedules/,,Nelson City Council,Nelson City Council,,,Nelson City Council,"MULTILINESTRING ((1618382.2449000003 5427271.4826, 1618382.2193 5427271.6705), (1618382.2193 5427271.6705, 1618381.6248000003 5427281.3246), (1618381.6248000003 5427281.3246, 1618382.9478000002 5427289.1272), (1618382.9478000002 5427289.1272, 1618384.8657999998 5427296.3346), (1618384.8657999998 5427296.3346, 1618387.4451000001 5427304.1371), (1618387.4451000001 5427304.1371, 1618392.1402000003 5427311.146), (1618392.1402000003 5427311.146, 1618397.5628000004 5427317.8243), (1618397.5628000004 5427317.8243, 1618402.6546 5427322.8494), (1618402.6546 5427322.8494, 1618408.4737999998 5427327.0149), (1618408.4737999998 5427327.0149, 1618420.5750000002 5427334.2218), (1618420.5750000002 5427334.2218, 1618435.1227000002 5427340.9657), (1618435.1227000002 5427340.9657, 1618455.5554999998 5427349.6928), (1618455.5554999998 5427349.6928, 1618477.5093 5427359.2797), (1618477.5093 5427359.2797, 1618483.5399911038 5427361.861054554), (1618482.8494464878 5427489.3454374205, 1618475.1649000002 5427490.6119), (1618475.1649000002 5427490.6119, 1618461.0143 5427489.8192), (1618461.0143 5427489.8192, 1618446.7973999996 5427488.1669), (1618446.7973999996 5427488.1669, 1618439.2593 5427486.9771), (1618439.2593 5427486.9771, 1618417.2397999996 5427485.3252), (1618417.2397999996 5427485.3252, 1618367.9110000003 5427482.6828), (1618367.9110000003 5427482.6828, 1618314.2181000002 5427479.9086), (1618314.2181000002 5427479.9086, 1618257.3510999996 5427478.1924), (1618257.3510999996 5427478.1924, 1618201.9390000002 5427477.1375), (1618201.9390000002 5427477.1375, 1618145.7995999996 5427475.7519), (1618145.7995999996 5427475.7519, 1618090.3213 5427474.3662), (1618090.3213 5427474.3662, 1618033.0576999998 5427473.3114), (1618033.0576999998 5427473.3114, 1617975.6618999997 5427472.0581), (1617975.6618999997 5427472.0581, 1617941.3435000004 5427471.2666), (1617941.3435000004 5427471.2666, 1617928.5154 5427469.6803), (1617928.5154 5427469.6803, 1617884.608 5427453.7468), (1617884.608 5427453.7468, 1617877.6097 5427451.2501), (1617877.6097 5427451.2501, 1617845.8186999997 5427439.9081, 1617839.5765000004 5427437.6811, 1617835.1462000003 5427435.896, 1617831.6619999995 5427435.4432, 1617828.5336999996 5427435.0367, 1617827.7242 5427434.1491, 1617824.4337 5427430.5405, 1617821.5902000004 5427428.4908, 1617816.0357999997 5427427.1025, 1617805.1251999997 5427424.9211, 1617758.0438 5427407.3346, 1617708.8464000002 5427388.6904, 1617669.171 5427372.4921, 1617656.4088000003 5427368.9883, 1617654.7266305196 5427368.328268284), (1617650.75548887 5427366.770114085, 1617649.8678690991 5427366.421839307), (1617639.5111017302 5427362.358161406, 1617623.2138 5427355.9636, 1617569.7857999997 5427359.934, 1617553.821095741 5427361.1629252825), (1617516.7433619946 5427343.556392198, 1617480.3827999998 5427304.6592, 1617451.8815000001 5427273.9793, 1617433.2340000002 5427263.9294, 1617387.9375999998 5427239.3338, 1617374.2056999998 5427238.7961, 1617368.3368522252 5427238.56629572), (1617231.876204536 5427067.715558317, 1617228.527923854 5427069.715258278), (1617505.4609986497 5427489.971162765, 1617505.8502000002 5427491.3331, 1617507.4373000003 5427494.3087, 1617509.5533999996 5427496.1599, 1617511.2725999998 5427497.2179, 1617526.0862999996 5427529.8161, 1617528.1364000002 5427533.519, 1617553.5294000003 5427557.8512, 1617556.8356999997 5427559.3057, 1617561.2660999997 5427561.0247, 1617567.8787000002 5427563.2726, 1617599.6848999998 5427573.6523, 1617601.7347999997 5427573.9828, 1617604.5780999996 5427573.9827, 1617608.6117000002 5427574.1809, 1617616.7449000003 5427573.7176, 1617621.3737000003 5427573.9157, 1617624.4154000003 5427574.2461, 1617627.7877000002 5427574.6427, 1617632.2181000002 5427575.1715, 1617636.5162000004 5427576.4275, 1617644.1206999999 5427579.4689, 1617647.8898 5427580.725, 1617652.0557000004 5427581.7166, 1617657.3457000004 5427582.7744, 1617661.6437999997 5427583.5676, 1617665.7434999999 5427583.5674, 1617670.3060999997 5427583.6994, 1617675.3315000003 5427584.3604, 1617682.6052 5427585.8147, 1617693.6480999999 5427587.8639, 1617707.6666 5427590.7065, 1617714.0146000003 5427592.4254, 1617716.9241000004 5427593.0864, 1617721.4205 5427594.012, 1617727.5039999997 5427594.8713, 1617733.3891000003 5427595.2676, 1617738.6129 5427595.1352, 1617744.3657 5427594.8042, 1617747.8701999998 5427594.0105, 1617751.3746999996 5427593.0846, 1617756.2017 5427590.9022, 1617759.5077999998 5427589.249, 1617764.0702999998 5427587.9924, 1617768.2361000003 5427586.868, 1617773.1952 5427585.2147, 1617778.3528000005 5427583.2307, 1617784.4360999996 5427581.4449, 1617804.2067999998 5427573.0462, 1617829.9285000004 5427563.5229, 1617838.5905999998 5427559.7534, 1617842.8886000002 5427557.9678, 1617848.3106000004 5427555.9838, 1617854.46 5427553.9998, 1617863.2544 5427551.4865, 1617870.7263000002 5427549.8331, 1617872.0477 5427531.5828, 1617872.0473999996 5427526.3589, 1617871.3868000004 5427503.0486, 1617876.7262000004 5427481.9236, 1617876.8447000002 5427479.5501, 1617876.0138999997 5427477.7699, 1617874.7083 5427476.3459, 1617873.7588 5427474.5657, 1617873.1653000005 5427473.1416, 1617872.6904999996 5427470.7682, 1617872.3343000002 5427468.5133, 1617872.3342000004 5427465.5463, 1617873.2834 5427462.8167, 1617874.2325999998 5427460.087, 1617877.6097 5427451.2501))",0.0,1791.9068242151998
