,alphaModif,assetCarri,assetCwayE,assetCwa_1,assetCwayS,assetCwa_2,assetRCAID,assetRoadI,carriagewa,carriage_1,changeDate,createdDat,endName,fullRoadNa,geomModifi,hvyVehicle,hvyVehic_1,ID,ONRCClass,retiredDat,startName,surfaceTyp,trafficVol,vehicleKil,width,TACode,TAName,geometry,affected_area,affected_length
88568,2018/03/08,169,1577538.491288,5513966.160329,1577414.037567,5513814.985689,Local Authority,19,21158,20948,0000/00/00,2016/08/04,SEDDON STREET,COLLINGWOOD-PUPONGA MAIN ROAD,2016/08/04,18.0,11.6,1047047,Secondary Collector,2500/01/01,SEAL JOIN,Thin Surfaced Flexible,155.0,33.0,5.5,051,Tasman District,"LINESTRING Z (1577370.0444312347 5513782.906682281 0, 1577384.0949999997 5513794.178 0, 1577393.034 5513801.455 0, 1577408.4179999996 5513811.851 0, 1577416.8490629802 5513816.553988878 0)",0.0,57.76066724810359
89600,2016/08/04,1521,1582125.64,5482743.92,1581831.25,5482121.56,Local Authority,91,1929,945,0000/00/00,2016/08/04,FRASER RD (SEAL END),RANGIHAEATA ROAD,2016/08/04,27.0,9.9,1054782,Secondary Collector,2500/01/01,KEOGHAN RD,Thin Surfaced Flexible,272.0,268.0,5.0,051,Tasman District,"LINESTRING Z (1582215.694411158 5482584.918971265 0, 1582212.2750000004 5482589.843 0, 1582205.495 5482603.759 0, 1582197.2879999997 5482621.599 0, 1582194.452309855 5482627.371421796 0)",0.0,47.54319277244178
88089,2016/08/04,2071,1581552.99,5483486.82,1581637.23,5483303.47,Local Authority,34,1000,780,0000/00/00,2016/08/04,SEAL END,FRASER ROAD,2016/08/04,8.0,9.8,1048489,Access,2500/01/01,FENWICK RD,Thin Surfaced Flexible,82.0,18.0,5.4,051,Tasman District,"LINESTRING Z (1581550.0467510705 5483480.948220623 0, 1581549.5410000002 5483486.506 0)",0.0,5.580743297462974
87674,2016/08/04,2025,1581885.19,5483546.27,1581637.5,5483303.26,Local Authority,966,347,0,0000/00/00,2016/08/04,END,FENWICK ROAD,2016/08/04,2.0,8.3,1048313,Access,2500/01/01,FRASER RD,Unsealed,24.0,8.0,3.2,051,Tasman District,"LINESTRING Z (1581817.775344111 5483480.516188128 0, 1581871.8140000002 5483533.601 0, 1581883.8600000003 5483546.881 0)",0.0,93.6801647680058
86801,2016/08/04,1439,1581467.66,5483653.38,1581552.99,5483486.82,Local Authority,34,1189,1000,0000/00/00,2016/08/04,END,FRASER ROAD,2016/08/04,8.0,9.8,1048495,Access,2500/01/01,SEAL END,Unsealed,82.0,15.0,2.5,051,Tasman District,"LINESTRING Z (1581549.5410000002 5483486.506 0, 1581549.4280000003 5483487.753 0, 1581546.8760000002 5483497.11 0, 1581538.369 5483508.168 0, 1581527.3099999996 5483522.629 0, 1581516.25 5483542.193 0, 1581474.5659999996 5483643.416 0)",0.0,175.05123582813633
88703,2016/08/04,1943,1608325.82,5432310.67,1608344.68,5432529.9,Local Authority,775,513,286,0000/00/00,2016/08/04,END (GROSSIS PT RESERVE),TAHI STREET,2016/08/04,19.0,3.9,1056544,Access,2500/01/01,STREET WIDENS,Thin Surfaced Flexible,485.0,110.0,6.0,051,Tasman District,"MULTILINESTRING Z ((1608344.6411181507 5432526.229252197 0, 1608344.5690858248 5432521.132816651 0), (1608344.5094022255 5432516.910078953 0, 1608344.459459238 5432513.376509623 0))",0.0,8.630866824480941
88702,2016/08/04,312,1608344.6861,5432529.9951,1608349.66,5432808.07,Local Authority,775,286,0,0000/00/00,2016/08/04,STREET WIDENS,TAHI STREET,2016/08/04,24.0,4.0,1056538,Access,2500/01/01,ARANUI RD,Thin Surfaced Flexible,606.0,173.0,6.4,051,Tasman District,"LINESTRING Z (1608346.527173478 5432648.672835168 0, 1608345.6440000003 5432597.24 0, 1608344.7056141295 5432530.793202407 0)",0.0,117.89384064584812
88267,2018/09/06,313,1608262.803,5433200.378,1608433.45,5432776.592,Local Authority,482,462,0,0000/00/00,2016/08/04,TORU ST,IWA STREET,2016/08/04,10.0,3.8,1050121,Access,2500/01/01,ARANUI RD,Thin Surfaced Flexible,261.0,121.0,5.3,051,Tasman District,"LINESTRING Z (1608367.0409459034 5433023.992885956 0, 1608353.4982762272 5433047.935187204 0)",0.0,27.507048024450686
77226,2016/08/04,846,1703059.41,5617399.45,1703140.85,5617481.09,Local Authority,675,300,187,0000/00/00,2016/08/04,KARORA ST,MOANA STREET,2016/08/04,3.0,6.0,969832,Secondary Collector,2500/01/01,START KERB & CHANNEL RHS,Thin Surfaced Flexible,50.0,6.0,3.9,035,South Taranaki District,"LINESTRING Z (1703059.484949219 5617408.646437842 0, 1703059.193 5617408.592 0)",0.0,0.2969811865781717
75215,2016/08/04,234,1702902.15,5617557.45,1703059.41,5617399.45,Local Authority,670,230,0,0000/00/00,2016/08/04,APERANIKO STREET,KARORA STREET (OHAWE),2016/08/04,15.0,6.0,967795,Secondary Collector,2500/01/01,MOANA STREET,Thin Surfaced Flexible,250.0,58.0,3.9,035,South Taranaki District,"LINESTRING Z (1703063.3099999996 5617401.822 0, 1703059.193 5617408.592 0, 1703054.9699999997 5617408.665 0, 1703050.1859999998 5617409.705 0, 1703046.7939714345 5617411.825017854 0)",0.0,21.042957634973433
75574,2016/08/04,2290,1715756.7985,5609596.4859,1716702.26,5609174.37,Private,335,3075,2059,0000/00/00,2016/08/04,END OF PVT ROAD,MANAWAPOU ROAD,2016/08/04,0.0,0.0,969237,,2500/01/01,GATE TO PVT ROAD,Unsealed,0.0,0.0,3.0,035,South Taranaki District,"MULTILINESTRING Z ((1716056.6505739866 5609351.378752965 0, 1716055.5140000004 5609352.325 0, 1716046.6169999996 5609363.232 0, 1716037.721 5609372.523 0, 1716031.6519999998 5609386.665 0, 1716031.1647975196 5609388.027168536 0), (1715863.051045071 5609471.112200953 0, 1715839.3909999998 5609467.781 0))",0.0,69.1469049303779
74325,2018/08/16,2529,1699822.550022,5680595.07997,1699963.832,5680229.075384,Local Authority,1090,1677,1282,0000/00/00,2016/08/04,TIROMOANA CRESCENT,WILLS ROAD (NEW PLYMOUTH),2017/01/19,15.0,2.9,963482,Access,2500/01/01,TA PAORA DRIVE,Thin Surfaced Flexible,520.0,205.0,6.5,033,New Plymouth District,"LINESTRING Z (1699824.0666743922 5680591.703077726 0, 1699822.7130000005 5680593.465 0)",0.0,2.221892089580335
76370,2016/08/04,1393,1699635.1592,5680369.5057,1699822.55,5680595.08,Local Authority,973,366,0,0000/00/00,2016/08/04,GLASGOW STREET,TIROMOANA CRESCENT,2017/01/19,6.0,6.0,961863,Low Volume,2500/01/01,WILLS RD,Thin Surfaced Flexible,100.0,37.0,8.4,033,New Plymouth District,"LINESTRING Z (1699822.7130000005 5680593.465 0, 1699814.5669999998 5680600.034 0, 1699809.2680000002 5680602.887 0, 1699804.6490000002 5680604.382 0, 1699799.3509999998 5680604.654 0, 1699793.2369999997 5680603.567 0, 1699787.8322963943 5680602.029057464 0)",0.0,38.47190977632249
74963,2016/08/04,1720,1673866.3101,5631358.4198,1673907.6984,5631891.3474,Local Authority,493,1227,478,0000/00/00,2016/08/04,END,LAYARD STREET,2016/08/04,9.0,5.6,968387,Low Volume,2500/01/01,END OF SEAL,Unsealed,160.0,120.0,2.7,035,South Taranaki District,"MULTILINESTRING Z ((1673726.8304159292 5631671.252519175 0, 1673728.2894353073 5631664.721670529 0), (1673793.993605877 5631416.72752196 0, 1673796.2247596427 5631414.928613399 0), (1673827.1599144258 5631389.02916253 0, 1673848.4759999998 5631370.157 0, 1673851.2503100908 5631367.6562807355 0))",0.0,41.762770137872884
74066,2016/08/04,163,1676956.83,5667998.24,1678704.34,5666736.35,Local Authority,354,3021,0,0000/00/00,2016/08/04,LOWER PITONE RD,GREENWOOD ROAD,2016/08/04,0.0,0.0,953820,Access,2500/01/01,TIMARU RD,Thin Surfaced Flexible,50.0,151.0,3.9,033,New Plymouth District,"MULTILINESTRING Z ((1677256.8789417958 5668122.201736476 0, 1677252.113 5668120.787 0, 1677243.324 5668116.026 0, 1677233.6179999998 5668110.715 0, 1677225.012 5668104.123 0, 1677216.0389999999 5668096.798 0, 1677208.0754653392 5668090.135539875 0), (1677128.2049669586 5668059.162284803 0, 1677116.0559999999 5668057.977 0, 1677106.65335577 5668057.977 0))",0.0,80.44723999346964
177541,2016/08/04,2225,1679803.46,5669600.43,1679799.71,5669535.07,Parks and Reserves,3136,65,0,0000/00/00,2016/08/04,END OF FORMATION,WELD ROAD RESERVE ROAD,2016/08/25,0.0,0.0,1531839,,2500/01/01,LOWER WELD ROAD END OF SEAL,Unsealed,0.0,0.0,4.2,033,New Plymouth District,"LINESTRING Z (1679753.865650311 5669564.4393662205 0, 1679750.0099999998 5669566.412 0)",0.0,4.330972563934065
72078,2016/08/04,1698,1688245.84,5675183.26,1688633.54,5675958.48,Local Authority,184,1818,838,0000/00/00,2016/08/04,RANGITAKE DRIVE,CENTENNIAL DRIVE,2016/08/04,84.0,7.0,951741,Secondary Collector,2500/01/01,PARITUTU ROAD,Thin Surfaced Flexible,1200.0,1176.0,11.0,033,New Plymouth District,"MULTILINESTRING Z ((1688378.208236073 5675814.8860464385 0, 1688376.5319999997 5675812.343 0, 1688375.119 5675809.938 0, 1688373.2470000004 5675805.99 0, 1688372.0990000004 5675802.574 0, 1688371.5300812472 5675800.368105237 0), (1688371.4050566277 5675799.883341549 0, 1688370.6069999998 5675796.789 0, 1688369.881 5675791.709 0, 1688369.6660000002 5675788.464 0, 1688369.7429999998 5675783.39 0, 1688369.988 5675780.248 0, 1688370.62 5675774.544 0, 1688372.0990000004 5675770.829 0, 1688373.6430000002 5675766.194 0, 1688374.889688468 5675763.790210483 0))",0.0,53.22250809650912
62750,2017/01/05,2027,1738801.59,6032221.13,1738700.18,6032645.16,Local Authority,844,452,0,0000/00/00,2016/08/04,LION VIEW RD,URQUHART BAY RD,2017/05/11,7.0,3.9,885364,Secondary Collector,2500/01/01,WHANGAREI HEADS RD,Thin Surfaced Flexible,180.0,81.0,5.2,002,Whangarei District,"MULTILINESTRING Z ((1738705.1700030332 6032621.4985399945 0, 1738708.1805460292 6032615.0311235 0), (1738750.2421126897 6032505.483605787 0, 1738767.1229999997 6032449.213 0, 1738772.8559999997 6032427.043 0, 1738776.488 6032403.536 0, 1738778.3651992357 6032372.80258055 0))",0.0,143.3578222647586
17162,2016/08/04,244,1759526.2499,5791558.0143,1759650.1898,5791435.5013,Local Authority,340,4070,3894,0000/00/00,2016/08/04,END SEAL/START METAL,MORRISON ROAD,2016/08/04,23.0,10.7,586317,Access,2500/01/01,AOTEA SETTLEMENT BOUNDARY,Thin Surfaced Flexible,215.0,38.0,8.0,018,Otorohanga District,"LINESTRING Z (1759584.5994014435 5791502.923318268 0, 1759577.4680000003 5791511.481 0, 1759573.0659999996 5791519.992 0, 1759557.0839999998 5791530.201 0, 1759550.4280000003 5791535.401 0, 1759527.0319999997 5791558.797 0)",0.0,81.21937277970929
15585,2016/10/13,240,1759797.318329,5791637.479343,1759653.655169,5791431.319887,Local Authority,250,245,0,0000/00/00,2016/08/04,COOPER DRIVE,ASH TERRACE,2016/10/13,6.0,10.3,581949,Low Volume,2500/01/01,MORRISON ROAD,Thin Surfaced Flexible,58.0,14.0,7.8,018,Otorohanga District,"LINESTRING Z (1759734.403180161 5791552.877877402 0, 1759734.716 5791553.497 0, 1759744.4919999996 5791568.057 0, 1759759.2599999998 5791586.153 0, 1759781.5159999998 5791610.905 0, 1759788.1720000003 5791619.225 0, 1759794.7980000004 5791627.816 0)",0.0,96.37904828702924
16997,2016/10/13,241,1759784.064812,5791436.240092,1759753.436587,5791702.45215,Local Authority,251,314,0,0000/00/00,2016/08/04,END CUL-DE-SAC,COOPER DRIVE,2016/10/13,7.0,9.7,582700,Low Volume,2500/01/01,LAWTON DRIVE,Thin Surfaced Flexible,72.0,23.0,9.4,018,Otorohanga District,"LINESTRING Z (1759752.5219999999 5791697.475 0, 1759754.5410000002 5791694.648 0, 1759760.2869999995 5791686.601 0, 1759781.5159999998 5791656.873 0, 1759788.1720000003 5791647.305 0, 1759791.0839999998 5791641.897 0, 1759792.9560000002 5791635.865 0, 1759794.7980000004 5791627.816 0, 1759810.012 5791611.321 0, 1759825.6119999997 5791589.689 0, 1759841.0039999997 5791567.641 0, 1759841.1996252656 5791567.249749469 0)",0.0,158.69892659895504
17163,2016/08/04,1401,1759497.3283,5791590.5128,1759526.2499,5791558.0143,Local Authority,340,4114,4070,0000/00/00,2016/08/04,END OF FORMED ROAD,MORRISON ROAD,2016/08/04,23.0,10.7,586325,Access,2500/01/01,END SEAL/START METAL,Unsealed,215.0,9.0,8.0,018,Otorohanga District,"LINESTRING Z (1759527.0319999997 5791558.797 0, 1759525.676 5791560.153 0, 1759507.7580000004 5791578.43 0)",0.0,27.51266241561838
15121,2016/10/13,243,1760109.913756,5791819.431054,1759565.546559,5791521.613098,Local Authority,252,656,0,0000/00/00,2016/08/04,END OF ROAD,LAWTON DRIVE,2016/10/13,16.0,10.7,584979,Low Volume,2500/01/01,MORRISON ROAD,Thin Surfaced Flexible,150.0,98.0,6.3,018,Otorohanga District,"LINESTRING Z (1759573.0659999996 5791519.992 0, 1759573.5319999997 5791521.104 0, 1759576.762 5791528.806 0, 1759577.2599999998 5791529.993 0, 1759581.8360000001 5791536.233 0, 1759614.0760000004 5791570.553 0, 1759632.5880000005 5791591.145 0, 1759653.596 5791616.937 0, 1759671.2759999996 5791638.985 0, 1759687.2920000004 5791656.041 0, 1759702.0599999996 5791668.521 0, 1759721.1960000005 5791681.417 0, 1759735.756 5791688.905 0, 1759752.5219999999 5791697.475 0, 1759768.523 5791710.352 0, 1759780.9249999998 5791722.372 0, 1759796.1090000002 5791739.012 0, 1759815.6610000003 5791761.476 0, 1759826.6849999996 5791772.084 0, 1759836.4610000001 5791780.196 0, 1759851.8530000001 5791788.724 0, 1759866.829 5791795.38 0, 1759880.1409999998 5791799.332 0, 1759893.6610000003 5791801.828 0, 1759934.221 5791805.364 0, 1759978.3169999998 5791810.772 0, 1760021.5810000002 5791814.308 0, 1760043.421 5791815.348 0, 1760086.477 5791815.556 0, 1760097.9170000004 5791814.1 0, 1760106.4966616114 5791811.597338652 0)",0.0,649.5757167866939
462,2018/01/18,187,1740530.038455,5714894.406465,1740561.245795,5715039.016026,Local Authority,202,268,120,0000/00/00,2016/08/04,END,POINT RD,2016/08/04,0.0,0.0,490791,Low Volume,2500/01/01,TOKOPAPA ST,Thin Surfaced Flexible,75.0,11.0,2.9,020,Waitomo District,"LINESTRING Z (1740561.0820000004 5715037.918 0, 1740554.0669999998 5715001.032 0, 1740542.245431832 5714948.574348629 0)",0.0,91.3203112237981
1494,2016/08/04,1138,1740674.21,5715034.26,1740561.1,5715037.95,Local Authority,281,103,0,0000/00/00,2016/08/04,END,TOKOPAPA STREET,2016/08/04,1.0,4.0,492047,Low Volume,2500/01/01,POINT RD,Thin Surfaced Flexible,25.0,3.0,3.0,020,Waitomo District,"LINESTRING Z (1740561.0820000004 5715037.918 0, 1740577.4450000003 5715036.563 0, 1740586.8229999999 5715035.821 0, 1740594.887 5715035.267 0, 1740598.6292697026 5715035.17361146 0)",0.0,37.652757705644596
461,2018/01/18,186,1740561.245795,5715039.016026,1740566.946,5715151.934,Local Authority,202,120,0,0000/00/00,2016/08/04,TOKOPAPA ST,POINT RD,2018/01/18,0.0,0.0,490785,Low Volume,2500/01/01,BEACH RD (SUMP LHS),Thin Surfaced Flexible,75.0,9.0,2.9,020,Waitomo District,"LINESTRING Z (1740584.9210681715 5715147.845606513 0, 1740583.7970000003 5715146.986 0, 1740581.6169999996 5715144.728 0, 1740579.5930000003 5715142.315 0, 1740578.113 5715139.745 0, 1740576.011 5715135.852 0, 1740574.5319999997 5715132.27 0, 1740572.352 5715113.038 0, 1740566.4340000004 5715073.796 0, 1740561.0820000004 5715037.918 0)",0.0,114.28430209313763
809,2016/08/04,145,1740500.79,5715153.98,1740598.3,5715156.06,Local Authority,21,141,79,0000/00/00,2016/08/04,END,BEACH ROAD,2018/01/18,0.0,0.0,488373,Low Volume,2500/01/01,POINT RD (SUMP LHS),Thin Surfaced Flexible,10.0,1.0,6.0,020,Waitomo District,"LINESTRING Z (1740591.9701757901 5715154.632822058 0, 1740566.9460000005 5715151.934 0, 1740544.1270000003 5715151.54 0, 1740529.2750000004 5715151.771 0)",0.0,62.84548465281775
732,2016/08/04,140,1740619.2,5715443.39,1740697.75,5715204.48,Local Authority,12,298,0,0000/00/00,2016/08/04,RERENGA ST,ARIA TERRACE,2016/08/04,4.0,5.3,488271,Low Volume,2500/01/01,TAINUI ST (NORTH BRANCH),Thin Surfaced Flexible,75.0,22.0,3.7,020,Waitomo District,"LINESTRING Z (1740622.6400021878 5715210.99899875 0, 1740621.0860000001 5715211.887 0, 1740617.9349999996 5715214.279 0, 1740614.1330000004 5715217.568 0, 1740608.0099999998 5715224.239 0, 1740605.557 5715233.667 0, 1740605.5439999998 5715246.591 0, 1740609.721 5715261.613 0, 1740612.4979999997 5715278.73 0, 1740615.6210000003 5715298.641 0, 1740618.3969999999 5715318.204 0, 1740620.119 5715341.956 0, 1740621.4759999998 5715383.171 0, 1740625.0769999996 5715443.401 0)",0.0,240.72935153613818
851,2018/01/18,193,1740618.581824,5715443.80767,1740722.240528,5715437.317482,Local Authority,226,223,125,0000/00/00,2016/08/04,ARIA TCE,RERENGA ST,2016/08/04,0.0,0.0,491173,Low Volume,2500/01/01,TAINUI ST (LHS),Thin Surfaced Flexible,75.0,7.0,4.8,020,Waitomo District,"LINESTRING Z (1740636.3106366664 5715442.697649339 0, 1740625.0769999996 5715443.401 0)",0.0,11.255633918748055
733,2016/08/04,141,1740628.27,5715683.41,1740619.2,5715443.39,Local Authority,12,537,298,0000/00/00,2016/08/04,RANGI ST,ARIA TERRACE,2018/01/18,4.0,5.3,488277,Low Volume,2500/01/01,RERENGA ST,Thin Surfaced Flexible,75.0,18.0,3.4,020,Waitomo District,"LINESTRING Z (1740625.0769999996 5715443.401 0, 1740627.0299651965 5715479.382829881 0)",0.0,36.03479089288136
1232,2016/08/04,892,1740540.97,5715885.78,1740646.62,5715729.52,Local Authority,354,213,0,0000/00/00,2016/08/04,END,MOKAU BEACH ACCESS,2016/08/04,0.0,0.0,490249,Low Volume,2500/01/01,ARIA TCE,Unsealed,10.0,2.0,4.4,020,Waitomo District,"LINESTRING Z (1740616.9892922507 5715790.117448777 0, 1740611.79 5715791.259 0, 1740605.6840000004 5715793.243 0, 1740604.1260000002 5715794.068 0, 1740601.7920000004 5715795.304 0, 1740598.892 5715797.441 0, 1740595.2290000003 5715800.494 0, 1740590.4970000004 5715805.531 0, 1740588.2070000004 5715809.041 0, 1740585.6890000002 5715813.926 0, 1740583.4759999998 5715818.429 0, 1740581.6440000003 5715824.382 0, 1740580.5760000004 5715829.648 0, 1740579.278 5715835.142 0, 1740577.8279999997 5715839.645 0, 1740576.2249999996 5715843.538 0, 1740574.012 5715849.567 0, 1740572.8669999996 5715853.688 0, 1740572.028 5715857.657 0, 1740572.1040000003 5715861.396 0, 1740572.9440000001 5715866.891 0, 1740573.631 5715870.402 0)",0.0,99.95355844762409
177537,2016/08/04,2521,1724095.4102,5685977.5502,1724180.4736,5685894.904,Local Authority,1046,1750,1605,0000/00/00,2016/08/04,END OF SEAL AT BEACH,WAITOETOE ROAD,2016/08/25,0.0,0.0,1531831,,2500/01/01,END OF ROAD,Thin Surfaced Flexible,0.0,0.0,4.2,033,New Plymouth District,"MULTILINESTRING Z ((1724181.3308119434 5685892.858909604 0, 1724180.7128676788 5685894.53017853 0), (1724163.0168216531 5685934.793681846 0, 1724155.5710000005 5685948.289 0, 1724149.5010000002 5685964.164 0, 1724145.9220000003 5685971.635 0, 1724142.3420000002 5685977.238 0, 1724133.7819999997 5685985.487 0))",0.0,61.01173457379481
76197,2016/08/04,2258,1720576.8901,5683531.0099,1720626.86,5683405.53,Parks and Reserves,3165,135,0,0000/00/00,2016/08/04,URENUI DOMAIN TOILET BLOCK NO 2 LHS,URENUI DOMAIN TOILET BLOCK 3,2018/04/19,0.0,0.0,962535,,2500/01/01,URENUI DOMAIN TOILET BLOCK 2 RHS @,Unsealed,0.0,0.0,3.1,033,New Plymouth District,"LINESTRING Z (1720582.0819980355 5683515.668723539 0, 1720576.2410000004 5683529.996 0)",0.0,15.47217207865978
76195,2016/08/04,2256,1720646.5292,5683421.9327,1720562.1914,5683521.5462,Parks and Reserves,3164,190,25,0000/00/00,2016/08/04,START OF SEAL,URENUI DOMAIN TOILET BLOCK 2,2018/04/19,0.0,0.0,962523,,2500/01/01,END OF SEAL,Unsealed,0.0,0.0,3.1,033,New Plymouth District,"LINESTRING Z (1720547.37 5683510.437 0, 1720549.7199999997 5683512.728 0, 1720559.1270000003 5683519.868 0, 1720576.2410000004 5683529.996 0, 1720580.4239999996 5683531.682 0, 1720585.5669999998 5683533.648 0, 1720588.9989999998 5683533.978 0, 1720592.3949999996 5683534.239 0, 1720596.3140000002 5683533.194 0, 1720601.1909999996 5683529.014 0, 1720604.3269999996 5683524.833 0, 1720605.2544394617 5683522.445554868 0)",0.0,70.114648396746
76194,2016/08/04,2255,1720562.1914,5683521.5462,1720544.83,5683504.62,Parks and Reserves,3164,25,0,0000/00/00,2016/08/04,END OF SEAL,URENUI DOMAIN TOILET BLOCK 2,2018/04/19,0.0,0.0,962517,,2500/01/01,URENUI DOMAIN CAMP ROAD,Thin Surfaced Flexible,0.0,0.0,3.2,033,New Plymouth District,"LINESTRING Z (1720546.618975076 5683509.705360997 0, 1720547.37 5683510.437 0)",0.0,1.0484913295140659
73153,2016/08/04,2296,1706247.5,5683836.8,1706347.17,5683621.06,Parks and Reserves,3193,498,189,0000/00/00,2016/08/04,MARINE PARK ROAD 1,MARINE PARK ROAD 1,2016/08/04,0.0,0.0,956869,,2500/01/01,BOAT RAMP ENTRANCE,Thin Surfaced Flexible,0.0,0.0,4.5,033,New Plymouth District,"LINESTRING Z (1706299.9320195394 5683836.671514431 0, 1706294.8080000002 5683836.233 0, 1706288.3914280555 5683835.586482533 0)",0.0,11.5918098003357
61471,2017/01/12,1503,1737285.223295,6056453.744823,1736831.09,6056408.74,Local Authority,838,501,0,0000/00/00,2016/08/04,ROAD ENDS,TE MAIKA RD,2017/01/12,15.0,5.0,884604,Secondary Collector,2500/01/01,NGUNGURU RD,Thin Surfaced Flexible,300.0,150.0,6.9,002,Whangarei District,"LINESTRING Z (1736939.4323351963 6056366.2744115805 0, 1736963.7189999996 6056367.024 0, 1736998.0389999999 6056370.352 0, 1737017.7989999996 6056376.384 0, 1737046.5029999996 6056384.496 0, 1737137.3990000002 6056380.544 0, 1737155.2869999995 6056378.672 0, 1737172.1349999998 6056381.584 0, 1737189.6069999998 6056391.984 0, 1737274.8250000002 6056453.929 0, 1737285.6749999998 6056457.874 0, 1737292.2510000002 6056459.518 0, 1737297.511 6056460.176 0, 1737300.7989999996 6056459.518 0, 1737305.0729999999 6056458.532 0, 1737309.676 6056455.901 0, 1737324.5705100358 6056442.1678346265 0)",0.0,417.9442622470622
61482,2016/08/04,1510,1736674.23,6063179.36,1736491.59,6063060.63,Local Authority,839,206,0,0000/00/00,2016/08/04,ROAD ENDS AT BEACH,TE WAIROA ST,2016/08/04,5.0,5.0,884688,Access,2500/01/01,MATAPOURI RD,Thin Surfaced Flexible,100.0,21.0,5.6,002,Whangarei District,"LINESTRING Z (1736666.7794365701 6063178.692528382 0, 1736667.4400000004 6063179.327 0)",0.0,0.9159139037142434
61415,2017/01/05,3356,1733448.35,6064136.06,1735210.759576,6063579.868336,Local Authority,760,13405,11178,0000/00/00,2016/08/04,MCAUSLIN RD,MATAPOURI RD,2018/08/23,18.0,5.8,876793,Primary Collector,2500/01/01,50/80 SPEED SIGNS,Thin Surfaced Flexible,310.0,690.0,5.2,002,Whangarei District,"LINESTRING Z (1733692.817647883 6064146.077391464 0, 1733688.5820000004 6064148.684 0, 1733682.6500000004 6064152.937 0, 1733678.9570000004 6064155.846 0, 1733672.6900000004 6064162.561 0, 1733665.0570086546 6064172.161481882 0)",0.0,38.42383523221893
61014,2018/07/12,3005,1731322.705216,6072615.537075,1732243.994471,6071465.190846,Local Authority,816,4806,2425,0000/00/00,2016/08/04,MOUREESES BAY RD,ROCKELL RD,2018/04/19,8.0,8.0,882456,Secondary Collector,2500/01/01,END OF SEAL,Unsealed,100.0,238.0,5.2,002,Whangarei District,"LINESTRING Z (1731604.135613205 6072367.8606080925 0, 1731604.2489999998 6072368.288 0, 1731605.2234114383 6072371.839828755 0)",0.0,4.125241538218322
60730,2017/01/05,855,1722117.33,6084034.85,1722200.1,6083534.63,Local Authority,781,491,0,0000/00/00,2016/08/04,ROAD ENDS,OHAWINI RD,2016/08/04,9.0,7.8,878915,Access,2500/01/01,OAKURA RD,Thin Surfaced Flexible,115.0,56.0,6.0,002,Whangarei District,"LINESTRING Z (1722139.121643393 6083983.405696723 0, 1722124.096 6083995.557 0)",0.0,19.32418512426095
62267,2017/01/05,2817,1723541.040055,6086042.269777,1723689.919976,6087183.169679,Local Authority,861,10044,8670,0000/00/00,2016/08/04,ROAD ENDS,WHANGARURU NORTH RD,2016/08/04,6.0,7.5,887104,Secondary Collector,2500/01/01,MARTIN RD,Thin Surfaced Flexible,80.0,110.0,5.5,002,Whangarei District,"LINESTRING Z (1723510.5170455016 6086101.607386245 0, 1723514.6059999997 6086091.385 0, 1723522.0159999998 6086069.545 0, 1723533.7640000004 6086039.431 0)",0.0,66.39709340951433
59250,2016/10/06,1332,1716696.516527,6091111.9863,1715264.43,6097030.73,Local Authority,3075,9010,0,0000/00/00,2016/08/04,DISTRICT BOUNDARY (SIGN),RAWHITI ROAD (SOUTH),2016/08/04,16.0,10.4,862627,Secondary Collector,2500/01/01,MANAWAORA ROAD,Thin Surfaced Flexible,154.0,1388.0,6.2,001,Far North District,"LINESTRING Z (1717651.9527981055 6094660.250507013 0, 1717659.231440895 6094655.756575788 0)",0.0,8.55418369616475
133164,2016/08/04,3496,1643231.865,6127492.4659,1643762.6784,6127946.6362,Crown,47,2842,2118,0000/00/00,2016/08/04,BUSH POINT RD,010-0079,2016/10/06,214.0,6.0,1462551,Primary Collector,2500/01/01,STRATFORD DR,Thin Surfaced Flexible,3581.0,2593.0,8.6,900,RAMM StateHighways,"LINESTRING Z (1643696.954622276 6127925.6058053225 0, 1643693.5976540279 6127923.827054112 0)",0.0,3.799104063652442
133163,2016/08/04,3497,1643762.6784,6127946.6362,1644350.0272,6127803.0274,Crown,47,2118,1502,0000/00/00,2016/08/04,STRATFORD DR,010-0079,2016/10/06,214.0,6.0,1462543,Primary Collector,2500/01/01,SEAVIEW RD,Thin Surfaced Flexible,3581.0,2206.0,10.5,900,RAMM StateHighways,"LINESTRING Z (1644253.0121699716 6127827.829266193 0, 1644241.8785304287 6127832.281611423 0)",0.0,11.990884350807917
